provider,account_number,monthly_amount,payment_status,user_id,payment_history
Time Internet,21366828,182.45,Paid,d61aab3a-8c2a-46d8-893d-45f72fc2a833,"[{""month"": ""2024-11"", ""amount"": 176.7, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 184.71, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 351.01, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 296.64, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 469.52, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 419.06, ""status"": ""Paid""}]"
Tenaga Nasional,2847049,242.0,Paid,e3d43e66-5675-4a88-9385-3c3f59012ca4,"[{""month"": ""2024-11"", ""amount"": 246.78, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 323.34, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 75.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 321.73, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 411.18, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 227.38, ""status"": ""Paid""}]"
Air Selangor,47638741,53.97,Paid,e3d43e66-5675-4a88-9385-3c3f59012ca4,"[{""month"": ""2024-11"", ""amount"": 170.49, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 399.84, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 94.44, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 407.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 123.88, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 280.08, ""status"": ""Paid""}]"
Time Internet,10831921,174.3,Paid,2a45be64-7bab-45bd-a349-2df3cc7e1d20,"[{""month"": ""2024-11"", ""amount"": 106.25, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 215.93, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 301.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 201.35, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 383.67, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 224.71, ""status"": ""Paid""}]"
Tenaga Nasional,27485786,250.21,Paid,2a45be64-7bab-45bd-a349-2df3cc7e1d20,"[{""month"": ""2024-11"", ""amount"": 204.31, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 205.21, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 397.75, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 361.38, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 329.17, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 279.15, ""status"": ""Paid""}]"
Tenaga Nasional,85418755,136.22,Paid,2a45be64-7bab-45bd-a349-2df3cc7e1d20,"[{""month"": ""2024-11"", ""amount"": 354.51, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 52.24, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 445.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 257.93, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 304.87, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 438.46, ""status"": ""Paid""}]"
Air Selangor,8812949,194.55,Paid,95a7e070-70c1-4d0d-b96e-071f74df1cfe,"[{""month"": ""2024-11"", ""amount"": 59.71, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 488.25, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 251.07, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 109.16, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 357.91, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 55.25, ""status"": ""Paid""}]"
Maxis,69070543,281.82,Paid,95a7e070-70c1-4d0d-b96e-071f74df1cfe,"[{""month"": ""2024-11"", ""amount"": 181.32, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 465.23, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 327.55, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 53.71, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 176.56, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 62.5, ""status"": ""Paid""}]"
Indah Water,16585312,115.27,Paid,93e89a5d-87d2-4ac4-8313-2db1cf2447e9,"[{""month"": ""2024-11"", ""amount"": 239.98, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 282.97, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 385.48, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 417.11, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 298.73, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 320.58, ""status"": ""Pending""}]"
Tenaga Nasional,10249767,118.92,Paid,93e89a5d-87d2-4ac4-8313-2db1cf2447e9,"[{""month"": ""2024-11"", ""amount"": 95.81, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 196.96, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 57.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 52.24, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 303.4, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 116.97, ""status"": ""Paid""}]"
Unifi,86457309,190.46,Paid,93e89a5d-87d2-4ac4-8313-2db1cf2447e9,"[{""month"": ""2024-11"", ""amount"": 384.81, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 200.0, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 395.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 405.24, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 135.48, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 267.59, ""status"": ""Late""}]"
Indah Water,47578925,192.47,Paid,93e89a5d-87d2-4ac4-8313-2db1cf2447e9,"[{""month"": ""2024-11"", ""amount"": 227.91, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 486.72, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 420.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 177.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 94.11, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 254.21, ""status"": ""Late""}]"
Maxis,14237069,290.01,Paid,452dc02a-737f-4baa-b44a-ff47ec682907,"[{""month"": ""2024-11"", ""amount"": 83.88, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 338.48, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 375.0, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 156.81, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 123.04, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 154.17, ""status"": ""Paid""}]"
Time Internet,94418863,160.42,Paid,452dc02a-737f-4baa-b44a-ff47ec682907,"[{""month"": ""2024-11"", ""amount"": 312.13, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 499.36, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 322.09, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 409.75, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 241.17, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 98.68, ""status"": ""Pending""}]"
Air Selangor,93288180,56.97,Paid,452dc02a-737f-4baa-b44a-ff47ec682907,"[{""month"": ""2024-11"", ""amount"": 335.97, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 322.41, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 453.48, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 186.29, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 135.01, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 191.74, ""status"": ""Paid""}]"
Tenaga Nasional,74120762,130.12,Paid,452dc02a-737f-4baa-b44a-ff47ec682907,"[{""month"": ""2024-11"", ""amount"": 290.27, ""status"": ""Late""}, {""month"": ""2024-10"", ""amount"": 118.35, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 350.89, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 388.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 280.88, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 256.93, ""status"": ""Paid""}]"
Time Internet,93354630,129.68,Paid,50de17ca-d78f-4c18-b155-5fe76c7bae6f,"[{""month"": ""2024-11"", ""amount"": 277.08, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 349.05, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 142.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 194.02, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 236.49, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 316.53, ""status"": ""Paid""}]"
Tenaga Nasional,89255297,131.59,Paid,50de17ca-d78f-4c18-b155-5fe76c7bae6f,"[{""month"": ""2024-11"", ""amount"": 271.98, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 262.12, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 231.09, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 365.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 179.39, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 196.04, ""status"": ""Paid""}]"
Indah Water,1431636,143.04,Paid,50de17ca-d78f-4c18-b155-5fe76c7bae6f,"[{""month"": ""2024-11"", ""amount"": 332.39, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 101.24, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 68.88, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 133.38, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 324.51, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 169.61, ""status"": ""Paid""}]"
Air Selangor,66647966,52.24,Paid,50de17ca-d78f-4c18-b155-5fe76c7bae6f,"[{""month"": ""2024-11"", ""amount"": 218.81, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 210.72, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 227.72, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 151.31, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 257.18, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 380.28, ""status"": ""Paid""}]"
Air Selangor,78778116,112.24,Paid,2cd2d85e-36ee-44a4-a7a8-1ec132692adc,"[{""month"": ""2024-11"", ""amount"": 164.8, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 209.2, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 257.75, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 320.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 208.73, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 326.28, ""status"": ""Paid""}]"
Air Selangor,89710417,166.73,Paid,2cd2d85e-36ee-44a4-a7a8-1ec132692adc,"[{""month"": ""2024-11"", ""amount"": 60.23, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 426.18, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 489.53, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 137.95, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 92.68, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 107.2, ""status"": ""Paid""}]"
Air Selangor,33076773,295.85,Paid,2cd2d85e-36ee-44a4-a7a8-1ec132692adc,"[{""month"": ""2024-11"", ""amount"": 146.22, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 265.09, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 196.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 62.26, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 167.56, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 425.45, ""status"": ""Paid""}]"
Time Internet,65392875,158.95,Paid,2cd2d85e-36ee-44a4-a7a8-1ec132692adc,"[{""month"": ""2024-11"", ""amount"": 458.88, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 490.65, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 349.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 305.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 274.26, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 317.67, ""status"": ""Paid""}]"
Unifi,84983753,258.93,Paid,2ce6712a-78ca-4444-a051-e9a66f53760c,"[{""month"": ""2024-11"", ""amount"": 92.85, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 208.12, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 139.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 158.38, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 147.05, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 235.76, ""status"": ""Paid""}]"
Air Selangor,89244382,147.81,Paid,2ce6712a-78ca-4444-a051-e9a66f53760c,"[{""month"": ""2024-11"", ""amount"": 357.93, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 308.91, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 197.44, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 371.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 85.55, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 130.3, ""status"": ""Paid""}]"
Indah Water,44618321,241.55,Paid,2ce6712a-78ca-4444-a051-e9a66f53760c,"[{""month"": ""2024-11"", ""amount"": 278.84, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 272.85, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 100.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 346.62, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 151.04, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 435.98, ""status"": ""Paid""}]"
Tenaga Nasional,64435714,222.59,Paid,2ce6712a-78ca-4444-a051-e9a66f53760c,"[{""month"": ""2024-11"", ""amount"": 337.91, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 92.1, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 294.66, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 90.57, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 205.53, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 495.59, ""status"": ""Paid""}]"
Air Selangor,53177967,281.75,Paid,66d8bef7-dd09-42d4-ac2b-fbd1564ca750,"[{""month"": ""2024-11"", ""amount"": 198.6, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 447.34, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 224.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 259.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 315.05, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 164.75, ""status"": ""Paid""}]"
Tenaga Nasional,93919236,262.52,Paid,66d8bef7-dd09-42d4-ac2b-fbd1564ca750,"[{""month"": ""2024-11"", ""amount"": 135.83, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 426.57, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 340.92, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 243.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 115.78, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 212.16, ""status"": ""Paid""}]"
Air Selangor,73473897,72.54,Paid,66d8bef7-dd09-42d4-ac2b-fbd1564ca750,"[{""month"": ""2024-11"", ""amount"": 252.35, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 457.79, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 100.52, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 121.92, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 493.5, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 173.14, ""status"": ""Paid""}]"
Maxis,81359105,110.4,Paid,66d8bef7-dd09-42d4-ac2b-fbd1564ca750,"[{""month"": ""2024-11"", ""amount"": 340.43, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 475.5, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 103.7, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 97.59, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 106.26, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 119.81, ""status"": ""Paid""}]"
Unifi,47097483,94.26,Overdue,12d4b5e6-3a6c-4b31-ad45-54bc1031cc66,"[{""month"": ""2024-11"", ""amount"": 91.98, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 309.1, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 127.8, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 425.89, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 73.99, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 80.44, ""status"": ""Paid""}]"
Indah Water,33874876,185.09,Paid,12d4b5e6-3a6c-4b31-ad45-54bc1031cc66,"[{""month"": ""2024-11"", ""amount"": 229.91, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 236.3, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 397.38, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 155.89, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 394.0, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 446.1, ""status"": ""Pending""}]"
Air Selangor,53237063,185.66,Paid,12d4b5e6-3a6c-4b31-ad45-54bc1031cc66,"[{""month"": ""2024-11"", ""amount"": 359.59, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 89.63, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 257.19, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 396.64, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 178.85, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 428.09, ""status"": ""Paid""}]"
Unifi,48749212,128.34,Paid,12d4b5e6-3a6c-4b31-ad45-54bc1031cc66,"[{""month"": ""2024-11"", ""amount"": 139.49, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 91.4, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 408.97, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 455.4, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 280.25, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 271.48, ""status"": ""Paid""}]"
Unifi,8202752,69.34,Paid,a5029248-b59d-4009-acb6-b1bac6b8311e,"[{""month"": ""2024-11"", ""amount"": 70.57, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 301.56, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 167.94, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 204.12, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 185.73, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 340.54, ""status"": ""Paid""}]"
Air Selangor,93281667,262.53,Paid,a5029248-b59d-4009-acb6-b1bac6b8311e,"[{""month"": ""2024-11"", ""amount"": 74.39, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 432.07, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 350.05, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 373.92, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 93.72, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 129.63, ""status"": ""Paid""}]"
Time Internet,79031752,296.8,Paid,d528cc6c-53ba-4ea6-836a-c2725bb4def1,"[{""month"": ""2024-11"", ""amount"": 405.41, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 389.36, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 165.67, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 112.95, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 204.43, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 126.47, ""status"": ""Paid""}]"
Unifi,15596845,251.52,Paid,d528cc6c-53ba-4ea6-836a-c2725bb4def1,"[{""month"": ""2024-11"", ""amount"": 367.25, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 483.77, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 223.71, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 295.84, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 195.04, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 430.27, ""status"": ""Late""}]"
Air Selangor,47469891,95.41,Overdue,1a20dfa7-28df-4dd8-a0a5-8c4e5e8a6a0b,"[{""month"": ""2024-11"", ""amount"": 192.73, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 152.18, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 126.98, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 164.36, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 299.76, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 475.11, ""status"": ""Paid""}]"
Indah Water,5704025,276.75,Paid,1a20dfa7-28df-4dd8-a0a5-8c4e5e8a6a0b,"[{""month"": ""2024-11"", ""amount"": 298.68, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 88.57, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 220.55, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 470.09, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 475.73, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 384.51, ""status"": ""Paid""}]"
Maxis,8555733,163.83,Paid,1a20dfa7-28df-4dd8-a0a5-8c4e5e8a6a0b,"[{""month"": ""2024-11"", ""amount"": 116.45, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 112.92, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 397.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 239.56, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 475.25, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 328.78, ""status"": ""Paid""}]"
